Num_Credit_Card,Interest_Rate,Delay_from_due_date,Changed_Credit_Limit,Outstanding_Debt,Credit_Mix,Payment_of_Min_Amount,Credit_Score
5,29,55,3.48,2382.03,Bad,Yes,0
5,20,13,12.63,2382.3,Standard,Yes,0
5,20,13,12.63,2382.3,Standard,Yes,0
5,20,15,18.63000000000001,2382.3,Standard,Yes,0
5,20,13,12.63,2382.3,Standard,Yes,0
6,21,30,2.78,2382.35,Bad,Yes,0
6,21,30,2.78,2382.35,Bad,No,0
6,21,32,2.78,2382.35,Bad,No,0
6,21,30,2.78,2382.35,Bad,No,0
9,22,27,12.98,2382.63,Standard,Yes,0
9,22,27,12.98,2382.63,Standard,Yes,0
9,22,27,12.98,2382.63,Standard,Yes,0
9,22,27,14.98,2382.63,Standard,Yes,0
9,34,48,16.55,2383.13,Bad,Yes,1
9,34,48,16.55,2383.13,Bad,Yes,1
9,34,48,16.55,2383.13,Bad,Yes,1
9,34,48,16.55,2383.13,Bad,No,0
7,22,27,6.85,2383.67,Bad,Yes,0
7,22,32,6.85,2383.67,Bad,No,0
7,22,28,6.85,2383.67,Bad,No,0
7,22,27,6.85,2383.67,Bad,Yes,0
7,17,37,6.32,2383.91,Bad,Yes,0
7,17,37,6.32,2383.91,Bad,Yes,0
7,17,37,6.32,2383.91,Bad,Yes,0
7,15,20,17.34,2385.46,Standard,Yes,1
7,15,23,17.34,2385.46,Standard,Yes,0
7,15,23,17.34,2385.46,Standard,Yes,0
6,10,15,19.87,2386.46,Standard,Yes,0
6,10,23,19.87,2386.46,Standard,Yes,0
6,10,18,19.87,2386.46,Standard,Yes,0
6,10,18,19.87,2386.46,Standard,Yes,0
9,19,19,11.32,2386.98,Standard,Yes,0
9,19,16,14.32,2386.98,Standard,Yes,0
9,19,19,11.32,2386.98,Standard,Yes,0
9,19,19,6.32,2386.98,Standard,Yes,0
9,15,32,6.3,2388.85,Bad,No,0
9,15,32,6.3,2388.85,Bad,No,0
9,15,32,6.3,2388.85,Bad,Yes,0
9,15,32,9.3,2388.85,Bad,Yes,0
5,16,17,10.95,2389.36,Standard,Yes,0
5,16,17,10.95,2389.36,Standard,Yes,0
5,16,19,10.95,2389.36,Standard,No,0
5,16,12,10.95,2389.36,Standard,Yes,0
6,19,18,8.47,2389.96,Bad,Yes,0
6,19,14,3.47,2389.96,Bad,Yes,0
6,19,18,3.47,2389.96,Bad,Yes,0
4,5,30,7.45,239.01,Standard,Yes,1
4,5,27,7.45,239.01,Standard,No,1
4,5,30,11.45,239.01,Standard,Yes,1
4,5,32,7.45,239.01,Standard,Yes,1
5,7,13,19.08,239.33,Standard,Yes,1
5,7,13,19.08,239.33,Standard,Yes,1
5,7,13,19.08,239.33,Standard,Yes,1
5,7,13,19.08,239.33,Standard,No,1
9,31,48,15.27,2390.37,Standard,Yes,0
9,31,48,9.27,2390.37,Standard,Yes,0
9,31,49,9.27,2390.37,Standard,Yes,0
9,31,53,9.27,2390.37,Standard,No,0
7,33,22,10.45,2390.74,Bad,Yes,0
7,33,22,3.45,2390.74,Bad,Yes,0
7,33,18,10.45,2390.74,Bad,Yes,0
7,33,18,10.45,2390.74,Bad,Yes,0
8,23,45,0.5499999999999998,2391.17,Bad,Yes,0
8,23,45,2.55,2391.17,Bad,No,0
8,23,45,2.55,2391.17,Bad,Yes,0
7,25,14,7.65,2391.27,Bad,Yes,0
7,25,18,9.65,2391.27,Bad,Yes,0
7,25,18,7.65,2391.27,Bad,Yes,0
7,25,18,10.65,2391.27,Bad,Yes,0
7,21,16,8.82,2391.39,Standard,No,0
7,21,15,8.82,2391.39,Standard,Yes,0
7,21,16,10.82,2391.39,Standard,Yes,0
7,21,16,8.82,2391.39,Standard,Yes,0
3,34,19,14.19,2391.98,Standard,No,0
3,34,19,24.19,2391.98,Standard,Yes,0
3,34,19,15.19,2391.98,Standard,Yes,0
3,34,19,18.19,2391.98,Standard,Yes,0
6,24,33,9.15,2392.91,Standard,Yes,0
6,24,28,9.15,2392.91,Standard,Yes,0
6,24,28,9.15,2392.91,Standard,No,0
6,24,25,9.15,2392.91,Standard,Yes,0
6,9,20,10.09,2393.45,Standard,Yes,1
6,9,18,10.09,2393.45,Standard,Yes,0
6,9,20,10.09,2393.45,Standard,Yes,1
6,9,20,10.09,2393.45,Standard,Yes,1
9,21,37,1.13,2393.46,Bad,Yes,0
9,21,37,1.13,2393.46,Bad,Yes,0
9,21,37,1.13,2393.46,Bad,Yes,0
9,21,37,1.13,2393.46,Bad,Yes,0
8,23,32,1.9,2393.94,Bad,Yes,0
8,23,32,1.9,2393.94,Bad,Yes,0
8,23,32,1.9,2393.94,Bad,No,0
7,22,27,12.93,2394.23,Standard,Yes,0
7,22,27,18.93,2394.23,Standard,Yes,0
7,22,27,20.93,2394.23,Standard,Yes,0
7,22,27,18.93,2394.23,Standard,Yes,0
10,16,16,18.27,2394.38,Standard,Yes,0
10,16,15,18.27,2394.38,Standard,Yes,0
10,16,16,18.27,2394.38,Standard,Yes,0
10,16,21,18.27,2394.38,Standard,Yes,0
10,22,31,0.83,2394.72,Bad,Yes,0
10,22,32,0.83,2394.72,Bad,No,0
10,22,34,0.83,2394.72,Bad,Yes,0
10,22,34,0.83,2394.72,Bad,No,0
5,24,20,4.67,2395.15,Bad,Yes,0
5,24,24,4.67,2395.15,Bad,Yes,0
5,24,26,4.67,2395.15,Bad,Yes,0
7,6,21,19.94,2395.39,Standard,Yes,0
7,6,21,19.94,2395.39,Standard,Yes,0
7,6,21,19.94,2395.39,Standard,Yes,0
5,30,47,12.68,2395.85,Bad,Yes,0
5,30,50,5.68,2395.85,Bad,Yes,0
5,30,45,5.68,2395.85,Bad,Yes,0
5,30,47,5.68,2395.85,Bad,No,0
8,29,20,7.41,2396.06,Bad,Yes,0
8,29,20,5.41,2396.06,Bad,Yes,0
8,29,20,5.41,2396.06,Bad,Yes,0
8,29,20,5.41,2396.06,Bad,Yes,0
9,34,18,3.33,2396.18,Bad,Yes,0
9,34,18,3.33,2396.18,Bad,Yes,0
9,34,18,6.33,2396.18,Bad,Yes,0
9,34,23,3.33,2396.18,Bad,Yes,0
8,33,26,3.21,2396.62,Bad,Yes,0
8,33,26,3.21,2396.62,Bad,Yes,0
8,33,26,3.21,2396.62,Bad,Yes,0
9,24,28,11.16,2397.0,Bad,Yes,0
9,24,28,5.16,2397.0,Bad,Yes,0
9,24,28,5.16,2397.0,Bad,Yes,0
9,24,26,1.16,2397.0,Bad,No,0
7,25,19,9.45,2397.32,Standard,No,0
7,25,16,12.45,2397.32,Standard,Yes,0
7,25,19,9.45,2397.32,Standard,Yes,0
9,20,15,7.05,2398.69,Bad,Yes,0
9,20,15,7.05,2398.69,Bad,Yes,0
9,20,17,7.05,2398.69,Bad,No,0
9,20,15,7.05,2398.69,Bad,Yes,0
10,21,32,20.47,2399.46,Standard,Yes,0
10,21,29,21.47,2399.46,Standard,Yes,0
10,21,29,14.47,2399.46,Standard,Yes,0
10,21,24,14.47,2399.46,Standard,Yes,0
9,27,47,18.25,2399.88,Bad,Yes,1
9,27,47,13.25,2399.88,Bad,Yes,0
9,27,47,18.25,2399.88,Bad,Yes,1
9,27,47,18.25,2399.88,Bad,Yes,1
7,9,4,1.8,24.1,Good,No,1
7,9,0,1.8,24.1,Good,No,1
7,9,-4,1.8,24.1,Good,No,1
7,9,0,1.8,24.1,Good,No,1
5,20,8,18.32,24.17,Standard,Yes,1
5,20,6,18.32,24.17,Standard,Yes,1
5,20,6,18.32,24.17,Standard,Yes,1
5,20,6,18.32,24.17,Standard,Yes,1
7,12,6,8.79,24.57,Good,No,1
7,12,7,8.79,24.57,Good,No,1
7,12,-1,8.79,24.57,Good,No,1
7,12,3,8.79,24.57,Good,No,1
6,12,21,15.01,24.73,Standard,Yes,2
6,12,21,15.01,24.73,Standard,Yes,2
6,12,22,8.01,24.73,Standard,Yes,1
6,12,26,15.01,24.73,Standard,Yes,1
4,19,15,9.36,24.75,Standard,Yes,1
4,19,20,18.36,24.75,Standard,Yes,1
4,19,20,13.36,24.75,Standard,Yes,1
4,19,20,10.36,24.75,Standard,Yes,1
5,7,8,12.31,240.24,Standard,Yes,1
5,7,8,12.31,240.24,Standard,Yes,1
5,7,8,12.31,240.24,Standard,Yes,1
5,7,8,12.31,240.24,Standard,Yes,1
1,12,8,5.49,240.25,Good,No,2
1,12,5,7.49,240.25,Good,No,2
1,12,5,7.49,240.25,Good,No,2
1,12,6,7.49,240.25,Good,No,2
3,5,27,16.65,240.27,Standard,Yes,1
3,5,27,16.65,240.27,Standard,Yes,1
3,5,27,16.65,240.27,Standard,Yes,1
7,7,25,8.68,240.27,Standard,Yes,1
7,7,20,8.68,240.27,Standard,Yes,1
7,7,21,8.68,240.27,Standard,Yes,1
7,7,22,8.68,240.27,Standard,Yes,1
6,8,14,13.16,240.4,Standard,Yes,1
6,8,9,13.16,240.4,Standard,Yes,1
6,8,14,13.16,240.4,Standard,Yes,1
6,8,14,13.16,240.4,Standard,Yes,1
5,10,27,16.32,240.52,Standard,Yes,1
5,10,27,15.32,240.52,Standard,Yes,1
5,10,32,15.32,240.52,Standard,No,1
5,10,27,15.32,240.52,Standard,No,1
4,11,12,8.37,240.56,Good,No,0
4,11,12,8.37,240.56,Good,No,0
4,11,12,8.37,240.56,Good,No,0
4,11,12,8.37,240.56,Good,No,0
5,17,22,11.85,240.6,Standard,Yes,1
5,17,17,11.85,240.6,Standard,Yes,1
5,17,21,11.85,240.6,Standard,Yes,1
5,17,22,11.85,240.6,Standard,Yes,1
4,5,5,2.95,240.64,Good,No,2
4,5,5,7.95,240.64,Good,No,1
4,5,5,11.95,240.64,Good,No,1
4,5,5,7.95,240.64,Good,No,1
5,19,29,16.07,2400.0,Standard,Yes,1
5,19,29,16.07,2400.0,Standard,Yes,1
5,19,29,16.07,2400.0,Standard,Yes,1
6,21,22,17.79,2400.74,Standard,Yes,0
6,21,17,17.79,2400.74,Standard,Yes,0
6,21,22,20.79,2400.74,Standard,Yes,0
8,28,39,7.59,2400.96,Standard,Yes,0
8,28,36,7.59,2400.96,Standard,Yes,0
8,28,40,0.5899999999999999,2400.96,Standard,No,0
8,28,40,7.59,2400.96,Standard,Yes,0
5,30,45,19.39,2401.83,Bad,Yes,0
5,30,45,19.39,2401.83,Bad,Yes,0
5,30,42,19.39,2401.83,Bad,Yes,0
5,30,45,19.39,2401.83,Bad,Yes,0
4,20,30,14.53,2402.05,Standard,Yes,1
4,20,30,21.53,2402.05,Standard,Yes,1
4,20,30,14.53,2402.05,Standard,Yes,1
4,20,30,12.53,2402.05,Standard,Yes,1
5,25,53,6.96,2402.1,Bad,Yes,0
5,25,53,6.96,2402.1,Bad,Yes,0
5,25,58,6.96,2402.1,Bad,Yes,0
5,25,56,6.96,2402.1,Bad,Yes,0
10,29,54,9.55,2403.26,Standard,Yes,0
10,29,54,9.55,2403.26,Standard,Yes,0
10,29,54,13.55,2403.26,Standard,Yes,0
6,21,46,16.95,2403.74,Standard,Yes,0
6,21,46,16.95,2403.74,Standard,Yes,0
6,21,46,16.95,2403.74,Standard,Yes,0
6,21,46,9.95,2403.74,Standard,Yes,0
7,29,45,8.6,2404.0,Bad,Yes,0
7,29,44,8.6,2404.0,Bad,Yes,0
7,29,45,8.6,2404.0,Bad,Yes,0
7,29,47,8.6,2404.0,Bad,Yes,0
3,32,12,7.2,2404.05,Standard,Yes,1
3,32,12,7.2,2404.05,Standard,Yes,1
3,32,12,7.2,2404.05,Standard,Yes,1
3,32,12,7.2,2404.05,Standard,Yes,1
10,31,42,4.7,2404.39,Bad,Yes,0
10,31,45,4.7,2404.39,Bad,Yes,0
10,31,43,10.7,2404.39,Bad,No,0
10,31,45,4.7,2404.39,Bad,Yes,0
5,14,10,18.26,2404.64,Standard,Yes,0
5,14,8,10.26,2404.64,Standard,Yes,1
5,14,10,18.26,2404.64,Standard,Yes,0
7,7,25,11.2,2404.81,Standard,Yes,1
7,7,25,11.2,2404.81,Standard,Yes,1
7,7,25,11.2,2404.81,Standard,Yes,1
7,21,46,0.98,2404.87,Bad,Yes,0
7,21,51,0.98,2404.87,Bad,No,0
7,21,51,0.98,2404.87,Bad,Yes,0
6,30,31,15.84,2405.43,Standard,Yes,0
6,30,31,15.84,2405.43,Standard,Yes,0
6,30,31,15.84,2405.43,Standard,No,0
4,7,30,19.41,2405.5,Standard,Yes,1
4,7,30,19.41,2405.5,Standard,Yes,1
4,7,30,19.41,2405.5,Standard,Yes,1
4,7,30,19.41,2405.5,Standard,Yes,1
6,9,15,17.29,2406.19,Standard,Yes,0
6,9,15,5.289999999999999,2406.19,Standard,Yes,0
6,9,15,11.29,2406.19,Standard,Yes,0
6,9,15,12.29,2406.19,Standard,Yes,0
10,20,20,18.27,2406.66,Standard,Yes,0
10,20,20,18.27,2406.66,Standard,Yes,0
10,20,15,12.27,2406.66,Standard,Yes,0
10,20,25,14.27,2406.66,Standard,Yes,0
9,19,60,5.08,2407.21,Bad,Yes,0
9,19,60,5.08,2407.21,Bad,Yes,0
9,19,60,4.08,2407.21,Bad,Yes,0
9,19,60,5.08,2407.21,Bad,Yes,0
9,17,9,9.27,2407.95,Standard,Yes,0
9,17,9,9.27,2407.95,Standard,No,0
9,17,9,9.27,2407.95,Standard,Yes,0
9,17,12,9.27,2407.95,Standard,No,0
4,19,28,21.76,2408.4,Standard,Yes,1
4,19,32,14.76,2408.4,Standard,Yes,1
4,19,28,14.76,2408.4,Standard,Yes,1
4,19,28,14.76,2408.4,Standard,Yes,1
4,13,12,7.59,2409.33,Standard,Yes,1
4,13,12,2.59,2409.33,Standard,Yes,1
4,13,17,7.59,2409.33,Standard,Yes,1
4,13,12,7.59,2409.33,Standard,Yes,1
3,2,12,4.84,241.07,Good,No,1
3,2,12,4.84,241.07,Good,No,1
3,2,12,4.84,241.07,Good,No,1
3,2,12,4.84,241.07,Good,No,1
3,8,9,5.81,241.08,Good,No,2
3,8,9,5.81,241.08,Good,No,2
3,8,9,5.81,241.08,Good,No,2
3,8,9,5.81,241.08,Good,No,2
2,10,-1,1.56,241.08,Good,No,2
2,10,0,1.56,241.08,Good,No,2
3,6,26,14.74,241.38,Standard,Yes,1
3,6,26,14.74,241.38,Standard,Yes,1
3,6,26,14.74,241.38,Standard,Yes,1
4,10,25,4.3,241.98,Good,No,2
4,10,30,4.3,241.98,Good,No,2
4,10,24,4.3,241.98,Good,No,2
7,15,38,3.31,2410.06,Bad,Yes,0
7,15,38,3.31,2410.06,Bad,Yes,0
7,15,38,9.31,2410.06,Bad,Yes,0
7,15,41,3.31,2410.06,Bad,Yes,0
6,26,33,4.88,2410.07,Bad,Yes,0
6,26,32,6.88,2410.07,Bad,Yes,0
6,26,33,6.88,2410.07,Bad,Yes,0
9,23,16,15.17,2410.41,Bad,Yes,0
10,23,15,15.17,2410.41,Bad,Yes,0
10,23,16,15.17,2410.41,Bad,Yes,0
10,23,16,15.17,2410.41,Bad,Yes,0
4,17,13,8.11,2410.94,Standard,Yes,0
4,17,15,8.11,2410.94,Standard,Yes,0
4,17,15,8.11,2410.94,Standard,Yes,0
4,17,15,8.11,2410.94,Standard,Yes,0
9,33,40,9.71,2411.02,Bad,Yes,0
9,33,41,4.710000000000001,2411.02,Bad,Yes,0
9,33,41,9.71,2411.02,Bad,No,0
9,33,42,9.71,2411.02,Bad,Yes,0
4,22,17,7.69,2411.32,Standard,Yes,0
4,22,22,7.69,2411.32,Standard,Yes,0
4,22,21,7.69,2411.32,Standard,Yes,0
4,22,20,12.69,2411.32,Standard,Yes,0
9,32,20,10.67,2412.06,Standard,Yes,0
9,32,20,10.67,2412.06,Standard,Yes,0
9,32,22,10.67,2412.06,Standard,Yes,0
9,32,20,10.67,2412.06,Standard,No,0
10,30,61,8.67,2412.24,Bad,Yes,0
10,30,61,8.67,2412.24,Bad,Yes,0
10,30,61,8.67,2412.24,Bad,Yes,0
10,30,61,1.67,2412.24,Bad,Yes,0
7,19,9,16.03,2412.6,Standard,Yes,0
7,19,9,16.03,2412.6,Standard,Yes,0
7,19,9,16.03,2412.6,Standard,Yes,0
7,19,9,16.03,2412.6,Standard,No,0
10,23,9,25.12,2412.6,Standard,Yes,0
10,23,14,21.12,2412.6,Standard,Yes,0
10,23,9,14.12,2412.6,Standard,Yes,0
10,23,9,19.12,2412.6,Standard,No,0
6,29,52,5.55,2413.88,Bad,Yes,0
6,29,52,5.55,2413.88,Bad,Yes,0
6,29,56,5.55,2413.88,Bad,Yes,0
6,29,52,5.55,2413.88,Bad,Yes,0
7,8,8,16.11,2414.34,Standard,Yes,1
7,8,12,16.11,2414.34,Standard,Yes,1
7,9,17,14.14,2414.79,Standard,Yes,1
7,9,13,14.14,2414.79,Standard,Yes,1
7,9,13,14.14,2414.79,Standard,Yes,1
7,9,13,14.14,2414.79,Standard,Yes,1
7,27,32,4.52,2415.22,Bad,Yes,0
7,27,32,4.52,2415.22,Bad,Yes,0
7,27,32,4.52,2415.22,Bad,No,0
7,27,35,4.52,2415.22,Bad,Yes,0
5,19,23,17.04,2417.2,Standard,Yes,0
5,19,20,17.04,2417.2,Standard,Yes,1
5,19,23,17.04,2417.2,Standard,Yes,0
5,19,23,17.04,2417.2,Standard,Yes,0
5,20,62,6.43,2418.37,Bad,Yes,0
5,20,62,6.43,2418.37,Bad,Yes,0
5,20,62,6.43,2418.37,Bad,Yes,0
7,33,61,13.43,2418.61,Bad,Yes,0
7,33,61,15.43,2418.61,Bad,Yes,0
7,33,59,13.43,2418.61,Bad,Yes,0
7,33,61,11.43,2418.61,Bad,Yes,0
7,22,12,19.19,2419.86,Standard,Yes,1
7,22,12,19.19,2419.86,Standard,Yes,1
7,22,13,19.19,2419.86,Standard,Yes,0
7,22,12,19.19,2419.86,Standard,Yes,1
8,27,58,4.06,2419.98,Bad,Yes,0
8,27,58,4.06,2419.98,Bad,Yes,0
8,27,59,4.06,2419.98,Bad,Yes,0
8,27,58,4.06,2419.98,Bad,Yes,0
3,19,9,15.79,242.11,Standard,Yes,1
3,19,7,15.79,242.11,Standard,Yes,1
3,19,9,15.79,242.11,Standard,Yes,1
3,19,9,15.79,242.11,Standard,Yes,1
6,7,15,14.28,242.47,Standard,Yes,1
6,7,15,14.28,242.47,Standard,Yes,1
6,7,15,14.28,242.47,Standard,Yes,1
6,7,13,14.28,242.47,Standard,Yes,1
6,6,1,8.04,242.61,Good,No,1
6,6,-3,8.04,242.61,Good,No,1
6,6,1,8.04,242.61,Good,No,1
6,6,1,8.04,242.61,Good,No,1
3,6,16,18.82,242.65,Standard,Yes,1
3,6,16,12.82,242.65,Standard,Yes,1
3,6,16,12.82,242.65,Standard,No,1
3,6,16,12.82,242.65,Standard,Yes,1
5,10,17,4.16,242.75,Good,No,1
5,10,14,4.16,242.75,Good,No,0
5,10,14,9.16,242.75,Good,No,2
5,8,14,9.0,242.96,Standard,Yes,1
5,8,14,9.0,242.96,Standard,Yes,1
5,8,14,9.0,242.96,Standard,No,1
5,8,14,7.0,242.96,Standard,Yes,1
4,6,18,11.62,2420.44,Standard,Yes,1
4,6,18,11.62,2420.44,Standard,No,1
4,6,18,15.62,2420.44,Standard,Yes,1
9,20,29,9.5,2421.12,Bad,No,0
9,20,24,7.5,2421.12,Bad,No,0
9,20,24,9.5,2421.12,Bad,Yes,0
5,9,7,15.31,2421.78,Standard,Yes,0
5,9,7,15.31,2421.78,Standard,Yes,0
5,9,7,15.31,2421.78,Standard,Yes,0
5,9,5,15.31,2421.78,Standard,Yes,0
10,20,13,6.62,2421.89,Bad,No,0
10,20,13,0.62,2421.89,Bad,Yes,0
10,20,17,0.62,2421.89,Bad,Yes,0
8,29,20,13.04,2422.18,Standard,Yes,0
8,29,25,13.04,2422.18,Standard,Yes,0
7,29,26,1.6,2422.84,Bad,Yes,0
7,29,28,1.6,2422.84,Bad,Yes,0
7,29,28,1.6,2422.84,Bad,Yes,0
7,29,26,1.6,2422.84,Bad,Yes,0
8,20,52,3.6,2423.74,Bad,Yes,0
8,20,49,3.6,2423.74,Bad,No,0
8,20,52,3.6,2423.74,Bad,Yes,0
7,19,56,9.62,2423.96,Bad,Yes,0
7,19,56,9.62,2423.96,Bad,Yes,0
7,19,56,9.62,2423.96,Bad,Yes,0
7,19,56,9.62,2423.96,Bad,Yes,0
10,24,12,4.41,2424.49,Bad,Yes,0
10,24,15,6.41,2424.49,Bad,Yes,0
10,24,15,11.41,2424.49,Bad,Yes,0
10,24,14,4.41,2424.49,Bad,Yes,0
5,32,51,10.6,2424.8,Bad,Yes,0
5,32,50,4.6,2424.8,Bad,Yes,0
5,32,51,4.6,2424.8,Bad,Yes,0
5,32,51,4.6,2424.8,Bad,Yes,0
4,15,11,18.79,2424.83,Standard,Yes,1
4,15,8,16.79,2424.83,Standard,No,0
4,15,8,18.79,2424.83,Standard,Yes,0
4,15,8,22.79,2424.83,Standard,Yes,0
9,31,25,1.83,2425.02,Bad,Yes,0
6,22,55,17.07,2425.13,Standard,Yes,0
6,22,51,17.07,2425.13,Standard,Yes,0
6,22,55,17.07,2425.13,Standard,Yes,0
5,15,57,1.29,2425.38,Bad,Yes,0
5,15,57,2.29,2425.38,Bad,Yes,1
5,15,62,1.29,2425.38,Bad,Yes,0
10,22,62,6.5,2426.75,Bad,Yes,0
10,22,67,11.5,2426.75,Bad,Yes,0
10,22,61,6.5,2426.75,Bad,Yes,0
9,26,61,13.44,2427.44,Bad,Yes,0
9,26,64,6.44,2427.44,Bad,Yes,0
9,26,61,13.44,2427.44,Bad,Yes,0
6,5,15,19.71,2428.25,Standard,Yes,0
6,5,15,19.71,2428.25,Standard,Yes,0
6,5,15,19.71,2428.25,Standard,Yes,0
6,5,15,19.71,2428.25,Standard,Yes,0
5,24,38,15.52,2428.62,Standard,Yes,0
5,24,37,15.52,2428.62,Standard,Yes,0
5,24,38,15.52,2428.62,Standard,Yes,0
5,24,38,15.52,2428.62,Standard,Yes,0
6,32,26,12.78,2429.47,Standard,No,0
6,32,26,17.78,2429.47,Standard,Yes,0
6,32,26,17.78,2429.47,Standard,Yes,0
6,32,26,17.78,2429.47,Standard,Yes,0
7,18,5,8.99,2429.76,Standard,Yes,0
7,18,5,8.99,2429.76,Standard,Yes,0
7,18,5,8.99,2429.76,Standard,Yes,0
7,18,5,8.99,2429.76,Standard,Yes,0
6,24,25,6.77,2429.89,Bad,Yes,0
6,24,25,1.77,2429.89,Bad,No,0
6,24,25,1.77,2429.89,Bad,Yes,0
6,24,25,1.77,2429.89,Bad,Yes,0
5,8,10,3.82,243.11,Good,No,0
5,8,8,3.82,243.11,Good,No,1
5,8,15,3.82,243.11,Good,No,2
5,8,10,5.82,243.11,Good,No,2
7,9,26,6.06,243.75,Standard,No,1
7,9,22,5.06,243.75,Standard,No,1
7,9,21,5.06,243.75,Standard,No,1
7,9,22,5.06,243.75,Standard,No,1
7,17,51,9.95,2430.21,Bad,Yes,0
7,17,51,5.949999999999998,2430.21,Bad,Yes,0
7,17,51,9.95,2430.21,Bad,Yes,0
7,17,51,9.95,2430.21,Bad,Yes,0
9,30,24,19.21,2430.27,Bad,Yes,0
9,30,24,25.21,2430.27,Bad,No,0
9,30,24,15.21,2430.27,Bad,Yes,0
9,30,24,14.21,2430.27,Bad,Yes,0
8,26,27,9.99,2431.08,Standard,Yes,1
8,26,27,9.99,2431.08,Standard,No,0
8,26,27,5.99,2431.08,Standard,Yes,0
8,26,27,2.99,2431.08,Standard,Yes,0
10,15,51,1.1,2431.46,Bad,Yes,1
10,15,52,1.1,2431.46,Bad,Yes,1
10,15,51,0.1,2431.46,Bad,Yes,1
3,7,8,15.06,2431.64,Standard,No,1
3,7,6,15.06,2431.64,Standard,Yes,1
3,7,8,15.06,2431.64,Standard,Yes,1
6,33,29,3.58,2432.07,Bad,Yes,0
6,33,24,3.58,2432.07,Bad,Yes,0
6,18,31,7.26,2432.08,Bad,Yes,0
6,18,31,7.26,2432.08,Bad,Yes,0
6,18,31,7.26,2432.08,Bad,Yes,0
9,33,25,14.26,2432.09,Bad,Yes,0
9,33,25,14.26,2432.09,Bad,Yes,0
9,33,25,14.26,2432.09,Bad,Yes,0
9,33,30,14.26,2432.09,Bad,Yes,0
3,6,30,14.75,2434.12,Standard,Yes,1
3,6,30,14.75,2434.12,Standard,Yes,1
3,6,30,12.75,2434.12,Standard,Yes,1
4,18,10,17.3,2434.15,Standard,Yes,1
4,18,4,17.3,2434.15,Standard,Yes,1
4,18,4,17.3,2434.15,Standard,Yes,1
4,18,9,17.3,2434.15,Standard,Yes,1
8,23,33,8.98,2435.57,Standard,Yes,0
8,23,35,13.98,2435.57,Standard,Yes,0
8,23,30,13.98,2435.57,Standard,Yes,0
8,23,31,17.98,2435.57,Standard,Yes,0
7,28,15,10.3,2436.17,Standard,Yes,0
7,28,15,10.3,2436.17,Standard,No,1
7,28,17,10.3,2436.17,Standard,No,0
7,28,10,10.3,2436.17,Standard,Yes,0
6,33,51,14.83,2437.84,Bad,Yes,0
6,33,51,14.83,2437.84,Bad,Yes,0
6,33,51,14.83,2437.84,Bad,Yes,0
4,7,5,9.74,2438.26,Standard,Yes,0
4,7,5,9.74,2438.26,Standard,Yes,0
4,7,5,9.74,2438.26,Standard,Yes,0
4,7,5,9.74,2438.26,Standard,Yes,0
5,34,53,7.55,2438.55,Bad,Yes,0
5,34,53,5.55,2438.55,Bad,Yes,0
5,34,49,5.55,2438.55,Bad,Yes,0
5,34,57,5.55,2438.55,Bad,Yes,0
3,31,23,19.96,2438.57,Standard,Yes,0
3,31,23,19.96,2438.57,Standard,Yes,0
3,31,25,19.96,2438.57,Standard,Yes,0
3,31,19,19.96,2438.57,Standard,Yes,0
7,34,38,6.63,2438.68,Bad,Yes,0
7,34,38,6.63,2438.68,Bad,Yes,0
8,34,38,6.63,2438.68,Bad,Yes,0
8,34,39,6.63,2438.68,Bad,Yes,0
10,18,22,5.5,2439.06,Bad,Yes,0
10,18,20,3.5,2439.06,Bad,Yes,0
10,18,22,3.5,2439.06,Bad,Yes,0
10,18,22,5.5,2439.06,Bad,Yes,0
2,3,9,3.64,244.07,Good,No,2
2,3,9,3.64,244.07,Good,No,2
2,3,9,3.64,244.07,Good,No,2
2,3,9,3.64,244.07,Good,No,2
5,7,15,10.76,244.08,Good,No,1
5,7,15,11.76,244.08,Good,No,1
5,7,13,11.76,244.08,Good,No,2
3,19,12,13.42,244.16,Standard,Yes,1
3,19,12,13.42,244.16,Standard,Yes,1
3,19,12,13.42,244.16,Standard,No,1
3,19,10,13.42,244.16,Standard,Yes,1
3,7,15,3.34,244.18,Good,No,1
3,7,11,7.34,244.18,Good,No,2
3,7,15,7.34,244.18,Good,No,0
3,7,15,7.34,244.18,Good,No,0
5,8,15,5.89,244.23,Standard,No,1
5,8,19,5.89,244.23,Standard,No,1
5,8,15,5.89,244.23,Standard,No,1
5,8,15,7.89,244.23,Standard,No,1
2,8,4,5.64,244.27,Good,No,2
2,8,0,5.64,244.27,Good,No,2
2,8,1,5.64,244.27,Good,No,2
3,18,9,5.199999999999998,244.28,Standard,No,1
3,18,9,15.2,244.28,Standard,No,1
3,18,8,11.2,244.28,Standard,No,1
3,18,10,4.199999999999998,244.28,Standard,No,1
4,9,9,13.31,244.29,Standard,Yes,1
4,9,1,13.31,244.29,Standard,Yes,1
4,9,5,18.31,244.29,Standard,Yes,1
4,9,5,13.31,244.29,Standard,Yes,1
3,10,20,8.2,244.46,Standard,Yes,1
3,10,20,8.2,244.46,Standard,Yes,1
3,10,20,8.2,244.46,Standard,Yes,1
3,10,20,6.199999999999998,244.46,Standard,Yes,1
3,7,17,6.64,244.5,Good,No,2
3,7,17,6.64,244.5,Good,No,2
3,7,17,6.64,244.5,Good,No,2
3,7,17,6.64,244.5,Good,No,2
